date,adj_close,close,high,low,open,volume
2016-05-09,679.75,679.75,686.97998,671.409973,673.950012,3982200
2016-05-10,703.070007,703.070007,704.549988,693.50,694.00,6105600
2016-05-11,713.22998,713.22998,719.00,701.650024,705.789978,7338200
2016-05-12,717.929993,717.929993,722.450012,711.51001,717.380005,5048200
2016-05-13,709.919983,709.919983,719.25,706.51001,714.640015,4763400
2016-05-16,710.659973,710.659973,713.25,700.280029,710.130005,5432900
2016-05-17,695.27002,695.27002,714.469971,693.909973,709.900024,5121400
2016-05-18,697.450012,697.450012,702.539978,688.76001,689.559998,4283200
2016-05-19,698.52002,698.52002,699.400024,689.559998,691.880005,3025600
2016-05-20,702.799988,702.799988,707.23999,700.00,701.049988,2916200
2016-05-23,696.75,696.75,706.00,696.419983,704.25,2595100
2016-05-24,704.200012,704.200012,707.50,698.00,698.01001,3033800
2016-05-25,708.349976,708.349976,710.859985,705.52002,708.00,3267700
2016-05-26,714.909973,714.909973,715.00,707.289978,708.330017,2446700
2016-05-27,712.23999,712.23999,716.599976,711.099976,715.00,2246400
2016-05-31,722.789978,722.789978,724.22998,711.320007,712.330017,3618300
2016-06-01,719.440002,719.440002,726.429993,718.219971,720.900024,3263100
2016-06-02,728.23999,728.23999,728.280029,715.50,720.969971,3026600
2016-06-03,725.539978,725.539978,727.00,718.429993,726.73999,3367300
2016-06-06,726.72998,726.72998,731.50,724.419983,726.50,2704800
2016-06-07,723.73999,723.73999,730.00,720.549988,729.890015,2732500
2016-06-08,726.640015,726.640015,729.419983,721.599976,726.400024,2223400
2016-06-09,727.650024,727.650024,728.909973,722.299988,723.099976,2170300
2016-06-10,717.909973,717.909973,724.97998,714.210022,722.349976,3425700
2016-06-13,715.23999,715.23999,721.98999,711.159973,714.01001,3352200
2016-06-14,719.299988,719.299988,720.809998,712.27002,712.330017,2506900
2016-06-15,714.26001,714.26001,722.559998,713.349976,722.00,2709400
2016-06-16,717.51001,717.51001,718.00,705.299988,712.049988,3098000
2016-06-17,706.390015,706.390015,718.200012,699.179993,718.190002,5897800
2016-06-20,714.01001,714.01001,721.309998,710.809998,713.50,3677200
2016-06-21,715.820007,715.820007,718.400024,712.719971,715.719971,2137500
2016-06-22,710.599976,710.599976,717.00,707.570007,716.580017,2260500
2016-06-23,722.080017,722.080017,722.119995,712.50,715.50,2825000
2016-06-24,698.960022,698.960022,712.530029,692.200012,693.00,7632500
2016-06-27,691.359985,691.359985,696.820007,682.119995,692.01001,5568000
2016-06-28,707.950012,707.950012,708.00,698.169983,700.00,4037000
2016-06-29,715.599976,715.599976,719.50,713.539978,715.75,3070100
2016-06-30,715.619995,715.619995,719.369995,712.539978,717.200012,2855100
2016-07-01,725.679993,725.679993,728.00,716.539978,717.320007,2920400
2016-07-05,728.099976,728.099976,729.559998,719.609985,722.799988,2431400
2016-07-06,737.609985,737.609985,737.77002,722.580017,725.710022,3938200
2016-07-07,736.570007,736.570007,739.549988,731.630005,739.330017,2945800
2016-07-08,745.809998,745.809998,746.099976,738.00,740.140015,3429200
2016-07-11,753.780029,753.780029,755.900024,747.00,750.00,3195300
2016-07-12,748.210022,748.210022,757.340027,740.330017,756.859985,5623700
2016-07-13,742.630005,742.630005,756.869995,741.25,746.76001,4142300
2016-07-14,741.200012,741.200012,749.039978,739.02002,748.859985,2390500
2016-07-15,735.440002,735.440002,746.549988,734.049988,746.549988,3121400
2016-07-18,736.070007,736.070007,741.599976,728.719971,735.48999,2954900
2016-07-19,739.950012,739.950012,743.330017,732.309998,732.50,2216800
2016-07-20,745.719971,745.719971,746.25,740.700012,744.00,2214000
2016-07-21,744.429993,744.429993,749.359985,742.789978,747.50,2317100
2016-07-22,744.859985,744.859985,751.280029,743.530029,747.789978,2277700
2016-07-25,739.609985,739.609985,748.50,735.349976,746.549988,2679300
2016-07-26,735.590027,735.590027,743.130005,732.75,742.710022,2529700
2016-07-27,736.669983,736.669983,740.940002,733.859985,737.969971,2913100
2016-07-28,752.609985,752.609985,753.359985,739.700012,745.97998,7617600
2016-07-29,758.809998,758.809998,766.00,755.00,765.00,6777100
2016-08-01,767.73999,767.73999,770.50,757.059998,759.869995,3578200
2016-08-02,760.580017,760.580017,765.01001,757.02002,763.809998,3603300
2016-08-03,754.640015,754.640015,758.890015,752.25,757.059998,3581500
2016-08-04,760.77002,760.77002,765.00,750.349976,753.700012,3178200
2016-08-05,765.97998,765.97998,768.469971,763.090027,764.809998,2704400
2016-08-08,766.559998,766.559998,767.00,761.02002,766.809998,1986300
2016-08-09,768.309998,768.309998,772.599976,766.900024,767.390015,1876100
2016-08-10,768.559998,768.559998,772.099976,766.190002,769.799988,1604300
2016-08-11,771.23999,771.23999,773.75,769.119995,769.940002,2019700
2016-08-12,772.559998,772.559998,773.150024,768.419983,768.460022,1563300
2016-08-15,768.48999,768.48999,772.039978,767.710022,771.900024,2118500
2016-08-16,764.039978,764.039978,768.72998,763.820007,768.619995,1604600
2016-08-17,764.630005,764.630005,765.219971,759.200012,764.409973,1891100
2016-08-18,764.460022,764.460022,765.169983,760.599976,764.00,1458800
2016-08-19,757.309998,757.309998,762.48999,756.890015,761.900024,2343200
2016-08-22,759.47998,759.47998,759.849976,752.099976,757.50,1679300
2016-08-23,762.450012,762.450012,764.700012,761.00,763.309998,1524100
2016-08-24,757.25,757.25,763.409973,755.359985,763.00,1744100
2016-08-25,759.219971,759.219971,760.559998,754.73999,756.00,1623000
2016-08-26,769.00,769.00,770.00,759.799988,760.049988,2776800
2016-08-29,771.289978,771.289978,774.97998,768.599976,768.719971,2198600
2016-08-30,767.580017,767.580017,771.840027,765.559998,771.049988,1709200
2016-08-31,769.159973,769.159973,769.640015,764.00,766.599976,1633800
2016-09-01,770.619995,770.619995,772.039978,766.75,770.900024,1792300
2016-09-02,772.440002,772.440002,776.00,771.700012,774.109985,2181800
2016-09-06,788.869995,788.869995,789.47998,770.219971,774.039978,3719800
2016-09-07,784.47998,784.47998,790.789978,784.330017,789.530029,2424600
2016-09-08,784.059998,784.059998,786.50,781.440002,783.890015,2030500
2016-09-09,760.140015,760.140015,781.00,760.109985,779.359985,4257300
2016-09-12,771.48999,771.48999,772.659973,756.00,757.349976,3124700
