date,adj_close,close,high,low,open,volume
2007-05-11,14.088305,108.739999,109.130001,106.780001,107.740003,163424100
2007-05-14,14.168632,109.36,110.000001,108.250001,109.619999,162986600
2007-05-15,13.930243,107.519998,110.199999,106.48,109.569998,238628600
2007-05-16,13.906922,107.34,108.830001,103.419997,108.530001,281691900
2007-05-17,14.178997,109.440001,109.869998,107.150002,107.150002,183822800
2007-05-18,14.254142,110.020001,110.640002,109.770002,110.23,155336300
2007-05-21,14.508078,111.98,112.449997,110.050002,110.310001,159973100
2007-05-22,14.710191,113.539995,113.75,112.01,112.489998,143102400
2007-05-23,14.625977,112.889994,115.000002,112.59,114.020006,227843700
2007-05-24,14.340946,110.689997,114.460003,110.370003,112.810005,221840500
2007-05-25,14.720556,113.619997,113.780001,111.500002,112.00,158239900
2007-05-29,14.815135,114.35,114.859999,112.690002,114.450003,161423500
2007-05-30,15.387787,118.769995,118.879997,113.529995,114.299999,369611200
2007-05-31,15.701322,121.189997,122.170006,119.539999,120.069998,324266600
2007-06-01,15.339851,118.40,121.189997,118.289997,121.099995,221315500
2007-06-04,15.71946,121.33,121.729996,117.900002,118.630005,221668300
2007-06-05,15.893071,122.670004,122.690004,120.499994,121.410002,230196400
2007-06-06,16.018743,123.639999,124.049995,121.950001,122.299995,278060300
2007-06-07,16.074453,124.069996,127.609997,123.190002,124.990004,478769900
2007-06-08,16.128869,124.490005,125.829996,122.289995,125.819996,310420600
2007-06-11,15.571762,120.190001,126.150003,119.539999,126.00,468564600
2007-06-12,15.596379,120.380005,121.709995,118.309998,119.349995,356641600
2007-06-13,15.223248,117.500006,121.189997,115.399998,121.149996,430338300
2007-06-14,15.385196,118.749994,119.449997,116.419994,117.199999,243316500
2007-06-15,15.611925,120.499994,120.669998,119.860006,120.619997,202804700
2007-06-18,16.206605,125.090006,125.179995,122.540001,123.280005,227651200
2007-06-19,16.021334,123.66,125.010004,122.909996,124.689997,235756500
2007-06-20,15.747964,121.550005,124.659996,121.500004,123.870005,224378000
2007-06-21,16.052429,123.900005,124.290001,120.719999,121.699995,216761300
2007-06-22,15.935825,122.999998,124.450005,122.379997,123.850004,157969000
2007-06-25,15.850315,122.339996,125.090006,121.059994,124.189999,241350900
2007-06-26,15.5018,119.650002,123.999994,118.719994,123.979994,336251300
2007-06-27,15.792014,121.889999,122.040003,119.260006,120.609997,243674200
2007-06-28,15.619699,120.559996,122.49,119.999996,122.359997,209535900
2007-06-29,15.811448,122.040003,123.999994,121.089994,121.970001,284460400
2007-07-02,15.710391,121.259998,122.090004,119.299994,121.049994,248715600
2007-07-03,16.476088,127.17,127.400005,121.500004,122.000002,290620400
2007-07-05,17.19903,132.749994,132.969999,128.689995,128.799997,363262900
2007-07-06,17.140728,132.299997,133.339994,130.399994,133.130003,218673700
2007-07-09,16.885497,130.330006,132.899998,129.180006,132.379999,248955000
2007-07-10,17.147206,132.349998,134.499994,128.809998,128.879999,313751900
2007-07-11,17.152389,132.389999,133.700003,131.310001,132.070005,205443000
2007-07-12,17.370049,134.069998,134.240002,132.389999,133.850006,176152200
2007-07-13,17.844237,137.730001,137.850004,134.519995,135.030006,226901500
2007-07-16,17.892174,138.099997,139.98,137.499996,138.390003,234028200
2007-07-17,17.997117,138.910002,139.600004,137.499996,138.300001,177489900
2007-07-18,17.894765,138.119997,138.440004,136.040003,138.189999,189214200
2007-07-19,18.138337,140.00,140.810005,139.650005,140.299994,183222900
2007-07-20,18.624186,143.750006,144.180002,140.00,141.649998,291943400
2007-07-23,18.617708,143.700005,145.219999,140.929995,143.309996,259122500
2007-07-24,17.476288,134.890003,140.999996,134.15,138.880001,448823200
2007-07-25,17.783344,137.260004,138.360003,135.000006,137.350006,374045700
2007-07-26,18.915695,146.000004,148.499994,136.959997,145.910002,546657300
2007-07-27,18.637141,143.849995,148.920004,143.780006,146.189995,290274600
2007-07-30,18.323608,141.430006,145.450005,139.570004,144.330006,276747100
2007-07-31,17.070766,131.759998,143.48,131.520006,142.970001,440598200
2007-08-01,17.49054,135.000006,135.380001,127.77,133.640001,437539200
2007-08-02,17.683583,136.49,136.959997,134.15,136.650003,213161200
2007-08-03,17.082427,131.85,135.950001,131.500006,135.259998,169796900
2007-08-06,17.522929,135.249998,135.269999,128.299999,132.899998,231292600
2007-08-07,17.494427,135.030006,137.240004,132.630005,134.940004,237484100
2007-08-08,17.362275,134.009996,136.859995,132.000004,136.760006,202024200
2007-08-09,16.375031,126.389996,133.00,125.090006,131.109997,281348900
2007-08-10,16.194944,125.000004,127.75,120.300003,123.120001,352687300
2007-08-13,16.556415,127.790001,129.349997,126.499998,128.32,188227900
2007-08-14,16.06927,124.029995,128.299999,123.710001,128.289999,184751700
2007-08-15,15.534189,119.899994,124.860001,119.650002,122.740005,248213000
