date,adj_close,close,high,low,open,volume
2007-05-11,61.560001,61.560001,61.599998,60.560001,60.959999,7919100
2007-05-14,61.700001,61.700001,61.740002,60.599998,61.68,7760400
2007-05-15,60.580002,60.580002,61.970001,60.52,61.400002,8702100
2007-05-16,63.220001,63.220001,63.34,60.099998,61.02,14485400
2007-05-17,62.169998,62.169998,63.52,62.02,62.880001,11870900
2007-05-18,63.299999,63.299999,63.299999,62.279999,62.48,9799200
2007-05-21,68.300003,68.300003,68.68,63.299999,63.580002,36468800
2007-05-22,68.879997,68.879997,69.07,67.209999,68.480003,17211300
2007-05-23,69.00,69.00,73.309998,68.790001,69.209999,42582500
2007-05-24,69.349998,69.349998,70.419998,67.709999,69.040001,23824600
2007-05-25,68.550003,68.550003,69.699997,68.25,69.690002,9987200
2007-05-29,69.629997,69.629997,69.779999,67.720001,68.43,11730800
2007-05-30,69.860001,69.860001,70.080002,68.860001,69.059998,10576100
2007-05-31,69.139999,69.139999,70.739998,68.57,70.68,9310200
2007-06-01,68.580002,68.580002,69.300003,68.349998,68.900002,7014500
2007-06-04,70.419998,70.419998,70.650002,67.650002,68.25,11380500
2007-06-05,73.650002,73.650002,74.239998,70.860001,71.099998,30442500
2007-06-06,72.290001,72.290001,73.75,71.860001,73.139999,15591000
2007-06-07,72.040001,72.040001,74.720001,70.879997,72.57,24138200
2007-06-08,73.239998,73.239998,73.239998,71.050003,72.470001,10204500
2007-06-11,71.169998,71.169998,73.050003,71.00,73.00,11159100
2007-06-12,70.07,70.07,70.760002,69.419998,70.440002,11829500
2007-06-13,70.889999,70.889999,71.889999,69.25,70.900002,11917900
2007-06-14,71.940002,71.940002,72.120003,70.800003,70.900002,8245300
2007-06-15,72.400002,72.400002,72.870003,71.190002,72.849998,9833200
2007-06-18,71.830002,71.830002,72.639999,71.400002,72.339996,7813600
2007-06-19,69.809998,69.809998,71.660004,69.68,71.550003,11871000
2007-06-20,69.099998,69.099998,70.50,69.050003,70.25,9172600
2007-06-21,69.669998,69.669998,69.769997,68.660004,69.160004,7609700
2007-06-22,68.860001,68.860001,69.879997,68.419998,69.550003,8382600
2007-06-25,68.660004,68.660004,69.629997,68.300003,69.349998,7593500
2007-06-26,67.480003,67.480003,68.629997,67.379997,68.529999,11247800
2007-06-27,68.139999,68.139999,68.209999,66.709999,66.959999,8242900
2007-06-28,68.889999,68.889999,70.230003,68.150002,68.459999,9782200
2007-06-29,68.410004,68.410004,69.190002,68.150002,69.029999,5316600
2007-07-02,69.610001,69.610001,69.709999,68.199997,68.809998,4906100
2007-07-03,69.449997,69.449997,70.050003,69.019997,70.040001,2223500
2007-07-05,68.730003,68.730003,69.650002,68.059998,69.360001,4487900
2007-07-06,68.970001,68.970001,69.300003,68.010002,68.75,4615300
2007-07-09,72.07,72.07,72.349998,69.019997,69.379997,14816900
2007-07-10,70.279999,70.279999,71.940002,70.07,71.650002,8885400
2007-07-11,70.730003,70.730003,71.650002,70.150002,70.580002,6593600
2007-07-12,72.790001,72.790001,73.57,70.730003,71.309998,11451600
2007-07-13,75.099998,75.099998,75.349998,72.970001,73.080002,12502000
2007-07-16,73.690002,73.690002,74.839996,73.00,74.730003,8334900
2007-07-17,73.790001,73.790001,74.519997,73.589996,74.389999,6084400
2007-07-18,73.32,73.32,73.489998,72.25,73.269997,6289700
2007-07-19,73.349998,73.349998,74.32,73.120003,74.239998,5273500
2007-07-20,71.629997,71.629997,72.959999,70.50,72.620003,9130700
2007-07-23,71.739998,71.739998,72.669998,70.849998,71.779999,9267800
2007-07-24,69.25,69.25,72.160004,68.849998,71.040001,25342300
2007-07-25,86.18,86.18,88.800003,83.650002,84.660004,60452400
2007-07-26,84.010002,84.010002,89.00,83.43,85.019997,23267100
2007-07-27,84.040001,84.040001,85.330002,82.480003,84.269997,13942600
2007-07-30,82.699997,82.699997,84.050003,81.510002,83.00,12855600
2007-07-31,78.540001,78.540001,83.730003,78.00,83.699997,14104500
2007-08-01,77.309998,77.309998,78.150002,75.059998,78.099998,16918000
2007-08-02,79.709999,79.709999,79.760002,76.120003,77.860001,10361600
